userNum,nickname,gameId,seasonId,gameRank,character,weapon,itemWeapon,itemChest,itemHead,itemArm,itemLeg,Trait_Main1,Trait_Main2,Trait_Sub1,Trait_Sub2,TeamKill,Kill,Death,Assist,Dmg_Player,Dmg_Monster
335817,딱총,46694193,0,5,Arda,Arcana,The_Star,Blood_Cloak,Persona,Tindalos_Band,Straitjacket_Sneakers,Open_Wounds,R_echarger,Coin_Toss,Penny_Pincher,9,1,1,6,8008,44504
309936,천하제일무술대회,46694193,0,7,Felix,Spear,Gentian_Silver_Gun,Changpao,Legatus,Vital_Sign_Sensor,Gladiator,Frenzy,Anima_Reaper,Unwavering_Mentality,Cavalcade,4,2,3,1,5465,37503
305901,홍띠,46694193,0,2,Hisui,Two-handed_Sword,Dáinsleif,Áo_Dài,Blaster_Helmet,Auto-arms,Blade_Boots,Contempt_for_the_Weak,Anima_Reaper,Unwavering_Mentality,Cavalcade,16,8,1,6,18112,92229
256413,용기병,46694193,0,5,Luke,Bat,Monkey_King_Bar,Guardian_Suit,Tactical_Visor,Plasma_Arc,White_Rhinos,Circular_System,Overwatch,Embolden,Dine_n'_Dash,9,7,1,2,22233,38941
243433,ししかみ,46694193,0,6,Silvia,Pistol,Stampede,Inquisitor,Imperial_Burgonet,Tindalos_Band,Delta_Red,Painkiller,Cavalcade,Coin_Toss,Penny_Pincher,14,4,2,9,10985,40216
129598,HakosBaelz,46694193,0,3,Tia,Bat,Ghost_Hand,Blood_Cloak,Persona,Nightmare_Nails,Glacial_Shoes,Contempt_for_the_Weak,Anima_Reaper,Circular_System,Overwatch,11,7,2,2,19983,54580
3590374,ミカカゲ,46722143,0,1,Leni,Pistol,Altair,Queen_of_Hearts,Racing_Helmet,Tellurian_Timepiece,Killer_Heels,,,Cooldown_Reduction_Ill,Melter,0,4,5,18,14864,8708
3545165,울음두꺼비,46722143,0,1,Chloe,Shuriken,Black_Lotus_Shuriken_-_Crimson,Tactical_Armor,Legatus,Dice_of_Destiny,Maverick_Runner,,,Spot_Weakness_III,Vigor_III,0,12,8,10,34018,6031
1117502,양손검의신,46722143,0,1,Aiden,Two-handed_Sword,Dáinsleif_-_Crimson,Áo_Dài,Elysian_Halo,Mythril_Quiver,Taproot,,,Vigor_I,Celerity_I,0,10,5,12,23559,13058
597801,악의라,46722143,0,2,Shoichi,Dagger,Scarlet_Dagger,Couturier,Persona,Prominence,Rose_Steps,,,Omnipotence,Cooldown_Reduction_Ill,0,6,7,9,20951,9988
331294,고수가댈거야,46722143,0,2,Bernice,Sniper_Rifle,Widow_Maker,Black_Flame_Dragon,Legatus,Radar,Eldian_Boots,,,Spot_Weakness_III,Vigor_III,0,10,8,5,30279,15703
313080,초대해라,46722143,0,2,Fiora,Rapier,Dáinsleif_-_Dawn,Queen_of_Hearts,Persona,Dragon_Scale,Rose_Steps,,,Cooldown_Reduction_Ill,Omnipotence,0,2,8,14,12326,12872
312960,BAELYSIUM,46722143,0,2,Yuki,Two-handed_Sword,Phantom_Blade_-_Crimson,Burgundy_47,Legatus,Dice_of_Destiny,Eldian_Boots,,,Vigor_III,Spot_Weakness_II,0,4,8,8,15715,26998
65442,CanTong,46722143,0,1,Sissela,Shuriken,Death_Rune,Bikini,The_Black_Death,Nova_Shield,Killer_Heels,,,Overcharge,Fortitude_III,0,5,4,12,14610,11885
5485489,mogu,46701815,0,2,Elena,Rapier,Sword_of_Justice,Doctor's_Gown,Imperial_Crown,Corrupting_Touch,SCV,,,Omnipotence,Celerity_III,0,0,6,7,4688,3063
5479474,Lqz,46701815,0,2,Lenox,Whip,Ouranos,Spectral_Jacket,Imperial_Crown,Bloodripper,Glacial_Shoes,,,Fortitude_III,Cooldown_Reduction_Ill,0,0,5,7,9931,6230
5479460,baki1224,46701815,0,2,Cathy,Dagger,Eclipse,Holy_Orders,Cyberstalker,Dice_of_Destiny,Killer_Heels,,,Cooldown_Reduction_Ill,Omnipotence,0,4,5,1,13698,11199
5479456,uwz,46701815,0,2,Emma,Shuriken,Black_Lotus_Shuriken_-_Crimson,Holy_Orders,The_Dragon’s_Fury,Bracelet_of_Skadi,Killer_Heels,,,Omnipotence,Vigor_III,0,4,4,3,12912,11408
5293711,maviates,46701815,0,1,Karla,Crossbow,Sharanga,Spectral_Jacket,Fencing_Mask,Nightmare_Nails,Delta_Red,,,Celerity_III,Vigor_III,0,2,4,17,7734,4660
3064902,ニョニョン,46701815,0,1,Tia,Bat,Rod_of_Heart_-_Dawn,Couturier,Persona,Tindalos_Monarch,Killer_Heels,,,Cooldown_Reduction_I,Omnipotence_I,0,6,2,8,12475,8314
2087101,wallos,46701815,0,1,Sissela,Shuriken,Imugi's_Pearl,The_Revenant,Imperial_Burgonet,Nightingale,Delta_Red,,,Cooldown_Reduction_I,Omnipotence_I,0,6,1,9,15641,10693
205162,곤충혐오파브르,46701815,0,1,Vanya,Arcana,The_Empress,Elegant_Gown,The_Dragon’s_Fury,Dragon_Scale,Glacial_Shoes,,,Omnipotence_I,Fortitude_I,0,6,1,12,14752,5444
5487326,UKPKMKK94,46681339,0,8,Aya,Pistol,Gauss_Rifle,Commander's_Armor,Motorcycle_Helmet,Sports_Watch,Tachyon_Brace,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,4,0,3,3,7022,8443
5479287,프딩,46681339,0,4,Luke,Bat,Monkey_King_Bar,Dragon_Dobok,Blaster_Helmet,Smart_Band,Mirage_Lace-Ups,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Overwatch,6,2,4,4,12803,36165
5476446,THUA,46681339,0,7,Justyna,Crossbow,Phantom_Bolt,Blood_Cloak,Imperial_Burgonet,Nightmare_Nails,Delta_Red,Open_Wounds,Power_Crescendo,Coin_Toss,Penny_Pincher,3,1,2,1,8948,26575
5467187,Askn2109,46681339,0,6,Katja,Sniper_Rifle,Polaris,Specter,Blaster_Helmet,Minuteman_Armband,Gladiator,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,10,3,3,5,11073,36605
5458629,온라인뱅킹,46681339,0,6,Luke,Bat,Vulture's_Eye,Racing_Suit,Tactical_OPS_Helmet,Bloodripper,White_Rhinos,Unwavering_Mentality,Steadfast,Frenzy,Anima_Reaper,10,4,3,3,10929,27024
5450971,우츄진,46681339,0,2,Katja,Sniper_Rifle,Andromeda,Ghillie_Suit,GPNVG,Dice_of_Destiny,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,5,1,2,2,2756,68599
5430965,유체역학마스터,46681339,0,3,Markus,Axe,Axe_of_Pangu,Guardian_Suit,Tactical_Visor,Music_Box,Wild_Walkers,Painkiller,Dine_n'_Dash,Camping_Guide,Penny_Pincher,21,6,2,9,11764,30855
5395155,나카노미쿠발가락,46681339,0,4,Alex,Tonfa,Cards_of_Tyranny,Ghost_Bride's_Dress,Laurel_Wreath,Smart_Band,Blade_Boots,Contempt_for_the_Weak,Anima_Reaper,Thorn_Shackles,Penny_Pincher,6,1,4,5,14834,59657
5356477,나흘사일,46681339,0,4,Emma,Shuriken,Wind_and_Fire_Wheels,Blood_Cloak,Blood_Crown,Corrupting_Touch,SCV,Circular_System,R_echarger,Unwavering_Mentality,Cavalcade,6,3,3,3,8669,20590
5354655,세츠,46681339,0,2,Luke,Bat,Monkey_King_Bar,Omertà,Tactical_Visor,Auto-arms,Blade_Boots,Embolden,Cavalcade,Frenzy,Anima_Reaper,5,0,3,4,8831,62734
4851813,카메오,46681339,0,2,Leon,Glove,Permafrost,Inquisitor,Racing_Helmet,Tellurian_Timepiece,Red_Shoes,Contempt_for_the_Weak,Anima_Reaper,Embolden,Cavalcade,5,4,1,1,12754,127829
4712440,レモンスカッシュ,46681339,0,6,Mai,Whip,Thunder_Whip,Blazing_Dress,Crusader_Helmet,Smash_Totem,Hiking_Boots,Thorn_Shackles,Logistics,Painkiller,Dine_n'_Dash,10,3,2,5,5729,25816
4565792,Kwonda,46681339,0,1,Jackie,Dagger,Starsteel_Twin_Swords,Ghillie_Suit,The_Star_of_the_Wilds,Dice_of_Destiny,Alexander,Unwavering_Mentality,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,13,6,1,6,11133,73172
4514686,서원서원,46681339,0,5,Silvia,Pistol,Devil's_Marksman,Inquisitor,Imperial_Crown,Veritas_Lux_Mea,Delta_Red,Unwavering_Mentality,Cavalcade,Open_Wounds,Overwatch,7,2,2,4,9969,27409
4481070,가이야스,46681339,0,8,Chloe,Shuriken,Flechette,Tuxedo,Cowboy_Hat,Dice_of_Destiny,Gladiator,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,4,3,4,0,6734,8731
4418968,bosca912,46681339,0,5,Elena,Rapier,Sword_of_Justice,Sunset_Armor,Commander_Headset,Solar_System_Miniature,Delta_Red,Painkiller,Cavalcade,Coin_Toss,Penny_Pincher,7,2,4,4,7287,28231
3845961,oke123,46681339,0,7,Li Dailin,Glove,Cerberus,Optical_Camouflage_Suit,Plasma_Helmet,Vital_Sign_Sensor,Bucephalus,Painkiller,Dine_n'_Dash,Contempt_for_the_Weak,Anima_Reaper,3,1,2,0,4589,38585
3726985,우리레니는물어요,46681339,0,1,Lenore,Guitar,Heartbreaker_-_Dawn,Blood_Cloak,Sultan's_Turban,Necronomicon,Glacial_Shoes,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,13,1,1,11,16713,99878
3297426,westSKY1212,46681339,0,1,Katja,Sniper_Rifle,Intervention,Tactical_Armor,GPNVG,Bloodripper,Racing_Boots,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,13,6,0,5,12036,60031
3217108,早月十九,46681339,0,5,Hisui,Two-handed_Sword,Aurora_Longsword,Áo_Dài,Blaster_Helmet,Plasma_Arc,White_Rhinos,Contempt_for_the_Weak,Anima_Reaper,Unwavering_Mentality,Cavalcade,7,3,4,2,15852,44376
2324817,whynot0,46681339,0,8,Garnet,Bat,Magic_Stick,Sunset_Armor,Mythril_Helm,Burnished_Aegis,Steel_Knee_Pads,Coin_Toss,Penny_Pincher,Painkiller,Dine_n'_Dash,4,1,2,2,3514,19304
943801,2D배그띵띵고수,46681339,0,3,Haze,Assault_Rifle,Valkyrie,Blood_Cloak,Persona,Tindalos_Band,Glacial_Shoes,Open_Wounds,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,21,4,3,13,19371,39026
95889,W메가폰,46681339,0,3,Isaac,Tonfa,Mantis_Tonfa,Phantom_Jacket,Crusader_Helmet,Chain_of_Thorns,Mythril_Boots,Embolden,Dine_n'_Dash,Stopping_Power,Overwatch,21,11,2,8,21719,34109
16375,htga,46681339,0,7,Haze,Assault_Rifle,Valkyrie,Commander's_Armor,Imperial_Burgonet,Tindalos_Band,Delta_Red,Open_Wounds,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,3,1,1,2,7630,27537
5480235,TZKAYBX,46711907,31,5,Yumin,Arcana,The_Empress,Couturier,Persona,Tindalos_Monarch,Legs_of_Steel,Dismantle_Goliath,Anima_Reaper,Open_Wounds,Power_Crescendo,6,3,2,3,14546,56011
5471678,せつみ,46711907,31,7,Hisui,Two-handed_Sword,Monohoshizao,Butler's_Suit,Cowboy_Hat,Plasma_Arc,Stellar_Steps,Frenzy,Carnivore,Unwavering_Mentality,Dine_n'_Dash,7,2,3,4,5102,31344
5466077,수아우유생산,46711907,31,1,Sua,Hammer,Doomsday,Bikini,Fencing_Mask,Nightmare_Nails,Boots_of_Hermes,Stopping_Power,Overwatch,Painkiller,Cavalcade,15,5,0,9,10517,92135
5466063,어부바해줘,46711907,31,1,Bernice,Sniper_Rifle,Intervention,Phantom_Jacket,Blaster_Helmet,Radar,Alexander,Unwavering_Mentality,Dine_n'_Dash,Coin_Toss,Penny_Pincher,15,4,3,11,20713,76862
5451970,으럇으럇퍙퍙퍙,46711907,31,4,Emma,Shuriken,The_Moon,Blood_Cloak,Persona,Tindalos_Band,SCV,Circular_System,R_echarger,Dismantle_Goliath,Anima_Reaper,7,4,4,2,15974,38174
5001440,얀데레일건,46711907,31,6,Abigail,Axe,Scythe,Commander's_Armor,Imperial_Crown,Dragon_Scale,Delta_Red,Stopping_Power,Overwatch,Embolden,Cavalcade,6,2,3,2,5157,38980
4687965,beluga05,46711907,31,5,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Phantom_Jacket,Tactical_OPS_Helmet,Helix,Maverick_Runner,Frenzy,Carnivore,Painkiller,Dine_n'_Dash,6,1,3,3,6988,43230
3698380,디지땅,46711907,31,2,Elena,Rapier,Meteor_Claymore,Black_Flame_Dragon,Commander_Headset,Solar_System_Miniature,Wild_Walkers,Painkiller,Cavalcade,Coin_Toss,Penny_Pincher,13,2,1,10,9660,28543
3134420,참따랑어,46711907,31,3,Abigail,Axe,Nephleon,Bikini,Imperial_Crown,Dragon_Scale,Delta_Red,Stopping_Power,Overwatch,Embolden,Cavalcade,11,5,2,5,24619,68660
2094657,gagtoo,46711907,31,4,Vanya,Arcana,The_Empress,Holy_Orders,Blood_Crown,Tindalos_Monarch,Straitjacket_Sneakers,Frenzy,Anima_Reaper,Embolden,Dine_n'_Dash,7,2,3,5,19409,48346
1844947,savant08,46711907,31,2,Bianca,Arcana,The_Death,Queen_of_Hearts,Persona,Tindalos_Monarch,Killer_Heels,Thrill_of_the_Hunt,Penny_Pincher,Open_Wounds,R_echarger,13,5,2,5,10386,72285
1838701,26살고졸무직백수,46711907,31,2,Bernice,Sniper_Rifle,Widow_Maker,Ghillie_Suit,Legatus,Radar,Alexander,Unwavering_Mentality,Dine_n'_Dash,Contempt_for_the_Weak,Anima_Reaper,13,6,2,7,28533,163129
1623844,ふわふわの民,46711907,31,1,Laura,Whip,Ouranos,Holy_Orders,Sultan's_Turban,Tellurian_Timepiece,Killer_Heels,Unwavering_Mentality,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,15,6,2,5,12256,58044
1619193,Holt1000,46711907,31,5,William,Throw,Grenade_of_Antioch,Butler's_Suit,GPNVG,Dice_of_Destiny,Alexander,Contempt_for_the_Weak,Anima_Reaper,Unwavering_Mentality,Cavalcade,6,2,3,3,8141,73691
1407750,남이,46711907,31,6,Magnus,Hammer,Evening_Star,Crusader_Armor,Crusader_Helmet,Burnished_Aegis,Wild_Walkers,Thorn_Shackles,Penny_Pincher,Painkiller,Dine_n'_Dash,6,2,2,0,3221,14266
1403109,채팅치면루트킷,46711907,31,6,Aya,Pistol,Dead_Eye,Holy_Orders,Sultan's_Turban,Sports_Watch,Tachyon_Brace,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,6,2,3,4,17949,29368
1114472,또박았네,46711907,31,4,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Phantom_Jacket,Commander_Headset,Smart_Band,Feather_Boots,Camping_Guide,Penny_Pincher,Embolden,Cavalcade,7,1,6,5,10635,36859
679283,하얀머리성녀,46711907,31,7,Adriana,Throw,Astrapē,Commander's_Armor,Imperial_Burgonet,Tindalos_Band,Delta_Red,Open_Wounds,R_echarger,Dismantle_Goliath,Anima_Reaper,7,0,2,6,14195,25413
508396,종현,46711907,31,7,Cathy,Dagger,Eclipse,Kabana,Cyberstalker,Nightingale,Straitjacket_Sneakers,Coin_Toss,Penny_Pincher,Stopping_Power,Overwatch,7,5,2,2,9264,20984
504918,레니농쭉캬,46711907,31,3,Leni,Pistol,Elegance,Elf_Dress,Commander_Headset,Claddagh_Ring,Wild_Walkers,Thorn_Shackles,Penny_Pincher,Circular_System,R_echarger,11,0,3,7,3079,14961
50659,ArcTip,46711907,31,3,Vanya,Arcana,The_Empress,Holy_Orders,Fencing_Mask,Tindalos_Band,Straitjacket_Sneakers,Frenzy,Anima_Reaper,Embolden,Dine_n'_Dash,11,6,3,5,15695,69398
5031554,啊米浴说的道理,46760983,31,7,Theodore,Sniper_Rifle,Dead_Eye,Holy_Orders,Motorcycle_Helmet,Sports_Watch,White_Rhinos,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Power_Crescendo,3,0,2,2,5209,55293
4912151,SheYao,46760983,31,7,Sua,Hammer,Ghost_Hand,Holy_Orders,Imperial_Crown,Corrupting_Touch,Steel_Knee_Pads,Embolden,Dine_n'_Dash,Circular_System,Power_Crescendo,3,1,1,1,8151,37643
4746393,늑태오,46760983,31,3,Kenneth,Axe,Axe_of_Pangu,Mythril_Armor,Tactical_Visor,Auto-arms,Blade_Boots,Embolden,Dine_n'_Dash,Frenzy,Carnivore,5,1,3,4,11177,31490
4253887,Karushifer,46760983,31,6,Aya,Pistol,Altair,High_Priest_Robes,Persona,Bracelet_of_Skadi,Tachyon_Brace,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,2,0,4,1,7325,44731
4195297,주정뱅이김씨,46760983,31,3,Sissela,Shuriken,Astrapē,Blood_Cloak,Imperial_Burgonet,Necronomicon,Rose_Steps,Open_Wounds,Overwatch,Dismantle_Goliath,Anima_Reaper,5,2,3,3,21062,56176
4015782,紫市w,46760983,31,2,Laura,Whip,Ouranos,Holy_Orders,Sultan's_Turban,Tellurian_Timepiece,Glacial_Shoes,Unwavering_Mentality,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,9,2,1,6,12445,72263
3873418,Ryougishiki87,46760983,31,3,Garnet,Bat,Spy_Umbrella,Sunset_Armor,Mythril_Helm,Solar_System_Miniature,Steel_Knee_Pads,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,5,2,2,3,11345,57287
2805309,RRReoLLLL,46760983,31,2,Jackie,Dagger,Fragarach,Wisdom_Robes,Crystal_Tiara,Dice_of_Destiny,Racing_Boots,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Power_Crescendo,9,4,3,3,10676,81836
2103009,Vocalvocal,46760983,31,7,Isaac,Tonfa,Plasma_Tonfa,Changpao,Diadem,Chain_of_Thorns,White_Rhinos,Embolden,Dine_n'_Dash,Stopping_Power,Overwatch,3,2,2,1,6439,33708
1937582,AriaYue,46760983,31,2,Katja,Sniper_Rifle,Widow_Maker_-_Crimson,Ghillie_Suit,GPNVG,Chain_of_Thorns,Gladiator,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,9,3,1,4,20084,115141
1702677,잠만보으,46760983,31,5,Bianca,Arcana,The_Moon,Holy_Orders,Chinese_Opera_Mask,Dragon_Scale,SCV,Coin_Toss,Penny_Pincher,Open_Wounds,R_echarger,8,7,1,1,11184,67154
1474074,Showcat,46760983,31,1,Magnus,Hammer,Evening_Star,Spectral_Jacket,Mythril_Helm,Burning_Heart,Wild_Walkers,Painkiller,Dine_n'_Dash,Stopping_Power,R_echarger,14,2,2,7,16523,51218
1352630,Drasil,46760983,31,1,Camilo,Dual_Swords,Phantom_Blade_-_Crimson,Phantom_Jacket,Legatus,Radar,Alexander,Frenzy,Anima_Reaper,Painkiller,Cavalcade,14,8,2,2,12902,112653
1292105,난딜러만해,46760983,31,5,Adriana,Throw,Astrapē,Blood_Cloak,Persona,Nightmare_Nails,Glacial_Shoes,Open_Wounds,R_echarger,Dismantle_Goliath,Anima_Reaper,8,0,1,7,9787,62484
899469,한명철,46760983,31,6,Arda,Arcana,The_Moon,Cardinal_Robes,Persona,Tindalos_Band,Straitjacket_Sneakers,Stopping_Power,R_echarger,Contempt_for_the_Weak,Anima_Reaper,2,0,3,1,7154,65218
812586,Blanc777,46760983,31,6,Abigail,Axe,Nephleon,The_Revenant,Imperial_Burgonet,Corrupting_Touch,Delta_Red,Stopping_Power,Overwatch,Embolden,Cavalcade,2,2,3,0,8645,40854
397091,어윤수,46760983,31,1,Haze,Assault_Rifle,Hellfire_-_Dawn,Blood_Cloak,Persona,Nightmare_Nails,Glacial_Shoes,Open_Wounds,Overwatch,Dismantle_Goliath,Anima_Reaper,14,2,2,6,16514,111176
325400,Luca,46760983,31,4,Celine,Throw,Chaser,Blood_Cloak,Persona,Bracelet_of_Skadi,Legs_of_Steel,Stopping_Power,Power_Crescendo,Contempt_for_the_Weak,Anima_Reaper,11,4,3,6,23247,85436
277497,누르다,46760983,31,5,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Crusader_Armor,Commander_Headset,Helix,White_Rhinos,Frenzy,Anima_Reaper,Painkiller,Cavalcade,8,1,1,6,6448,43551
126710,빡아라,46760983,31,4,Vanya,Arcana,The_Empress,Holy_Orders,Astronaut's_Helmet,Prominence,Legs_of_Steel,Camping_Guide,Penny_Pincher,Embolden,Dine_n'_Dash,11,2,2,6,23450,58249
126705,丨QT丨HOOLMOON,46760983,31,4,Debi_&_Marlene,Two-handed_Sword,Monohoshizao,Spectral_Jacket,Commander_Headset,Helix,Maverick_Runner,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,11,5,2,3,12446,30111
5409685,살려줘요안아줘요,46786139,0,7,Celine,Throw,Ruthenium_Marble,Blood_Cloak,Persona,Bracelet_of_Skadi,Straitjacket_Sneakers,Stopping_Power,Power_Crescendo,Contempt_for_the_Weak,Anima_Reaper,6,5,2,1,11466,57469
5321183,松鼠动物毁灭世界,46786139,0,1,Aya,Pistol,Altair,Holy_Orders,Chinese_Opera_Mask,Nightmare_Nails,Rose_Steps,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,14,8,0,5,19867,80044
4847074,재송동새마을금고,46786139,0,1,Vanya,Arcana,The_Empress,Bikini,Persona,Nova_Shield,Boots_of_Hermes,Frenzy,Anima_Reaper,Embolden,Cavalcade,14,3,3,9,24694,68279
4805030,今晚一定早睡,46786139,0,5,Leni,Pistol,Stampede,Elf_Dress,Helm_of_Banneret,Sword_Stopper,Tachyon_Brace,Thorn_Shackles,Penny_Pincher,Circular_System,R_echarger,8,0,1,6,6238,46076
4519955,스피커쿨러,46786139,0,4,Katja,Sniper_Rifle,Andromeda,Ghillie_Suit,GPNVG,Dice_of_Destiny,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,11,4,1,6,17876,87224
4441877,成吉思汗定食,46786139,0,5,Abigail,Axe,Nephleon,The_Revenant,Imperial_Burgonet,Emerald_Tablet,Wild_Walkers,Stopping_Power,Overwatch,Embolden,Cavalcade,8,5,2,3,21322,73859
4188611,ChizuruAyaka,46786139,0,6,Rio,Bow,Twinbow,Tuxedo,Crystal_Tiara,Radar,Stellar_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,4,1,3,3,4654,34738
4167619,MCMB,46786139,0,2,Fiora,Rapier,Star_Hunter,Bikini,Persona,Dragon_Scale,Boots_of_Hermes,Coin_Toss,Penny_Pincher,Stopping_Power,Power_Crescendo,17,6,3,7,18558,77906
3899492,q김가현p,46786139,0,2,Felix,Spear,Gentian_Silver_Gun,Burgundy_47,Legatus,Radar,Racing_Boots,Frenzy,Anima_Reaper,Unwavering_Mentality,Cavalcade,17,1,4,9,12853,67951
2623105,RainyWaltz,46786139,0,5,Magnus,Hammer,Hammer_of_Dagda,Spectral_Jacket,Helm_of_Banneret,Dragon_Scale,Wild_Walkers,Painkiller,Dine_n'_Dash,Stopping_Power,R_echarger,8,3,2,2,8771,30049
2456080,이리가너무미워요,46786139,0,4,Magnus,Hammer,Hammer_of_Dagda,Guardian_Suit,Helm_of_Banneret,Sword_Stopper,Wild_Walkers,Painkiller,Dine_n'_Dash,Camping_Guide,Penny_Pincher,11,3,1,5,5543,17684
2140782,Brutalize,46786139,0,6,Justyna,Crossbow,Phantom_Bolt,Covert_Agent_Uniform,Imperial_Crown,Draupnir,Delta_Red,Stopping_Power,Overwatch,Contempt_for_the_Weak,Anima_Reaper,4,3,5,1,11137,36252
2028306,扳机社你没有心,46786139,0,3,Luke,Bat,Monkey_King_Bar,Black_Flame_Dragon,Tactical_Visor,Helix,White_Rhinos,Embolden,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,8,3,3,1,9627,52238
932289,lalon,46786139,0,2,Aya,Pistol,High_Noon,Kabana,Persona,Bracelet_of_Skadi,Glacial_Shoes,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,17,10,3,3,31064,121260
641150,찢재키,46786139,0,4,Camilo,Dual_Swords,Meteor_Claymore,Áo_Dài,The_Star_of_the_Wilds,Radar,Alexander,Embolden,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,11,4,1,3,6735,105847
321058,승상께서나를버림,46786139,0,3,Hyunwoo,Glove,Mark_of_the_Phoenix,Battle_Suit,Bunny_Hat,Music_Box,Mythril_Boots,Embolden,Cavalcade,Camping_Guide,Penny_Pincher,8,0,4,2,7461,51997
298700,맥켈란,46786139,0,1,Nathapon,Camera,Ultraviolet,Kabana,Cyberstalker,Pharaoh's_Artifact,Glacial_Shoes,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Power_Crescendo,14,3,2,11,27353,85508
167810,就是个GoodPlayer,46786139,0,3,Alex,Tonfa,Kelte,Shooting_Star_Jacket,Bunny_Hat,Psyche's_Blade,Mirage_Lace-Ups,Coin_Toss,Penny_Pincher,Circular_System,Overwatch,8,5,3,3,25389,56283
120161,미v,46786139,0,6,Chloe,Shuriken,Flechette,Ghillie_Suit,Cowboy_Hat,Dice_of_Destiny,Gladiator,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,4,0,5,1,4256,53630
99543,폐지줍는현우,46786139,0,7,Felix,Spear,Gentian_Silver_Gun,Changpao,Cowboy_Hat,Vital_Sign_Sensor,Gladiator,Frenzy,Anima_Reaper,Unwavering_Mentality,Cavalcade,6,0,4,5,7712,18300
36478,999012607,46786139,0,7,Martina,Camera,Laser_Designator,Tactical_Armor,Diadem,Smart_Band,Gladiator,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Power_Crescendo,6,1,3,3,1575,23110
5489769,8zero,46737464,0,4,Jackie,Dagger,Monohoshizao,Sunset_Armor,Mask,Vital_Sign_Sensor,Stellar_Steps,Unwavering_Mentality,Cavalcade,Coin_Toss,Penny_Pincher,7,6,1,1,13411,10534
5489815,EternalOfLegends,46742142,0,1,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Phantom_Jacket,Commander_Headset,Helix,Blade_Boots,Camping_Guide,Penny_Pincher,Embolden,Cavalcade,15,8,0,4,9550,32548
5451570,Modoo,46742142,0,1,Li Dailin,Glove,Imperial_Silk_Gloves,Specter,Elysian_Halo,Auto-arms,Alexander,Unwavering_Mentality,Cavalcade,Stopping_Power,R_echarger,15,4,0,5,11634,19961
3578332,あーるてぃ,46742142,0,1,Charlotte,Arcana,The_Sun,Elf_Dress,Crusader_Helmet,Claddagh_Ring,Legs_of_Steel,Camping_Guide,Penny_Pincher,Embolden,Dine_n'_Dash,15,0,0,11,3371,27668
5452640,뮬도다,46780868,31,3,Adriana,Throw,Astrapē,Blood_Cloak,Persona,Nightmare_Nails,Glacial_Shoes,Open_Wounds,R_echarger,Dismantle_Goliath,Anima_Reaper,3,1,1,2,20899,56148
5437042,어디해봐,46780868,31,7,Lenore,Guitar,Purple_Haze,Blood_Cloak,Imperial_Crown,Tindalos_Band,Straitjacket_Sneakers,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,0,0,4,0,8268,73305
5431060,용빈이,46780868,31,5,Leon,Glove,Frost_Petal_Hand,Inquisitor,Racing_Helmet,Bloodripper,White_Rhinos,Contempt_for_the_Weak,Anima_Reaper,Embolden,Cavalcade,4,2,4,2,8560,61991
5056881,로아아브헬정공,46780868,31,4,Tia,Bat,Ghost_Hand,Couturier,Persona,Nightmare_Nails,Glacial_Shoes,Contempt_for_the_Weak,Anima_Reaper,Circular_System,Overwatch,9,6,3,1,16714,43732
